	Articolo	Data	Elapse (s)	Longitudine	Latitudine	Altitudine (m)	Corso	Velocità (km/h)	Distanza totale (km)	Unnamed: 9
615	616	2019-04-21 18:15:59.835	2556.0	"13°0'11.09"" E"	"41°27'45.46"" N"	10,9	314,0	5,1	47.477	
616	617	2019-04-21 18:16:03.835	2560.0	"13°0'10.62"" E"	"41°27'45.84"" N"	11,1	314,0	14,5	47.493	
617	618	2019-04-21 18:16:07.835	2564.0	"13°0'9.89"" E"	"41°27'46.49"" N"	10,9	316,1	23,7	47.52	
618	619	2019-04-21 18:16:11.835	2568.0	"13°0'9.54"" E"	"41°27'46.82"" N"	11,3	315,0	11,6	47.533	
619	620	2019-04-21 18:16:15.835	2572.0	"13°0'9.47"" E"	"41°27'46.88"" N"	11,7	315,0	2,4	47.535	
620	621	2019-04-21 18:16:19.835	2576.0	"13°0'9.48"" E"	"41°27'46.88"" N"	11,8	315,0	0,3	47.536	
621	622	2019-04-21 18:16:23.835	2580.0	"13°0'9.49"" E"	"41°27'46.86"" N"	11,8	315,0	0,5	47.536	
622	623	2019-04-21 18:16:27.835	2584.0	"13°0'9.48"" E"	"41°27'46.87"" N"	11,8	315,0	0,4	47.536	
623	624	2019-04-21 18:16:31.835	2588.0	"13°0'9.47"" E"	"41°27'46.88"" N"	11,8	315,0	0,4	47.537	
624	625	2019-04-21 18:16:35.835	2592.0	"13°0'9.48"" E"	"41°27'46.87"" N"	11,8	315,0	0,5	47.538000000000004	
625	626	2019-04-21 18:16:39.835	2596.0	"13°0'9.48"" E"	"41°27'46.87"" N"	11,8	315,0	0,1	47.538000000000004	
626	627	2019-04-21 18:16:43.835	2600.0	"13°0'9.49"" E"	"41°27'46.86"" N"	11,8	315,0	0,3	47.538000000000004	
627	628	2019-04-21 18:16:47.835	2604.0	"13°0'9.48"" E"	"41°27'46.87"" N"	11,8	315,0	0,2	47.538000000000004	
628	629	2019-04-21 18:16:51.835	2608.0	"13°0'9.49"" E"	"41°27'46.87"" N"	11,8	315,0	0,0	47.538000000000004	
629	630	2019-04-21 18:16:55.835	2612.0	"13°0'9.44"" E"	"41°27'46.91"" N"	11,8	314,0	1,4	47.54	
630	631	2019-04-21 18:16:59.835	2616.0	"13°0'9.49"" E"	"41°27'46.86"" N"	11,8	314,0	1,7	47.542	
631	632	2019-04-21 18:17:03.835	2620.0	"13°0'9.48"" E"	"41°27'46.87"" N"	11,8	314,0	0,3	47.542	
632	633	2019-04-21 18:17:07.835	2624.0	"13°0'9.46"" E"	"41°27'46.89"" N"	11,8	314,0	0,8	47.543	
633	634	2019-04-21 18:17:11.835	2628.0	"13°0'9.48"" E"	"41°27'46.87"" N"	11,9	314,0	0,7	47.544	
634	635	2019-04-21 18:17:15.835	2632.0	"13°0'9.69"" E"	"41°27'46.98"" N"	12,0	314,0	5,2	47.55	
635	636	2019-04-21 18:17:19.835	2636.0	"13°0'9.76"" E"	"41°27'46.99"" N"	12,0	313,9	1,5	47.551	
636	637	2019-04-21 18:17:23.835	2640.0	"13°0'9.79"" E"	"41°27'47.06"" N"	12,0	313,9	2,0	47.553999999999995	
637	638	2019-04-21 18:17:27.835	2644.0	"13°0'9.60"" E"	"41°27'47.20"" N"	12,0	313,9	5,6	47.56	
638	639	2019-04-21 18:17:31.835	2648.0	"13°0'8.59"" E"	"41°27'47.80"" N"	12,0	314,9	26,8	47.59	
639	640	2019-04-21 18:17:35.835	2652.0	"13°0'7.20"" E"	"41°27'48.94"" N"	11,6	312,8	43,1	47.637	
640	641	2019-04-21 18:17:39.835	2656.0	"13°0'5.17"" E"	"41°27'50.14"" N"	10,7	311,8	53,7	47.696999999999996	
641	642	2019-04-21 18:17:43.835	2660.0	"13°0'2.88"" E"	"41°27'51.84"" N"	10,2	310,8	67,3	47.772	
642	643	2019-04-21 18:17:47.835	2664.0	"13°0'0.47"" E"	"41°27'53.69"" N"	10,1	311,8	71,7	47.852	
643	644	2019-04-21 18:17:51.835	2668.0	"12°59'57.87"" E"	"41°27'55.44"" N"	10,1	312,8	72,8	47.931999999999995	
644	645	2019-04-21 18:17:55.835	2672.0	"12°59'55.32"" E"	"41°27'57.43"" N"	10,8	312,8	76,9	48.018	
645	646	2019-04-21 18:17:59.835	2676.0	"12°59'52.97"" E"	"41°27'59.27"" N"	9,5	312,8	70,6	48.096000000000004	
646	647	2019-04-21 18:18:03.835	2680.0	"12°59'50.40"" E"	"41°28'1.28"" N"	7,5	312,8	77,4	48.181999999999995	
647	648	2019-04-21 18:18:07.835	2684.0	"12°59'48.04"" E"	"41°28'3.44"" N"	6,1	312,8	77,7	48.269	
648	649	2019-04-21 18:18:11.835	2688.0	"12°59'45.27"" E"	"41°28'5.40"" N"	5,3	312,8	79,4	48.357	
649	650	2019-04-21 18:18:15.835	2692.0	"12°59'42.44"" E"	"41°28'7.37"" N"	3,9	311,8	80,5	48.446000000000005	
650	651	2019-04-21 18:18:19.835	2696.0	"12°59'39.77"" E"	"41°28'9.49"" N"	2,7	311,8	80,9	48.536	
651	652	2019-04-21 18:18:23.835	2700.0	"12°59'36.83"" E"	"41°28'11.64"" N"	2,3	312,8	85,7	48.631	
652	653	2019-04-21 18:18:27.835	2704.0	"12°59'34.16"" E"	"41°28'13.94"" N"	2,8	312,8	84,7	48.726000000000006	
653	654	2019-04-21 18:18:31.835	2708.0	"12°59'31.46"" E"	"41°28'16.11"" N"	2,6	313,9	82,5	48.817	
654	655	2019-04-21 18:18:35.835	2712.0	"12°59'28.87"" E"	"41°28'18.34"" N"	3,4	313,9	82,0	48.908	
655	656	2019-04-21 18:18:39.835	2716.0	"12°59'25.94"" E"	"41°28'20.55"" N"	5,6	312,7	86,5	49.004	
656	657	2019-04-21 18:18:43.835	2720.0	"12°59'22.86"" E"	"41°28'22.68"" N"	8,3	312,7	87,4	49.102	
657	658	2019-04-21 18:18:47.835	2724.0	"12°59'19.83"" E"	"41°28'24.81"" N"	9,1	311,7	86,6	49.198	
658	659	2019-04-21 18:18:51.835	2728.0	"12°59'17.10"" E"	"41°28'27.21"" N"	10,7	312,7	87,6	49.295	
659	660	2019-04-21 18:18:55.835	2732.0	"12°59'14.10"" E"	"41°28'29.54"" N"	10,6	312,7	90,1	49.395	
660	661	2019-04-21 18:18:59.835	2736.0	"12°59'11.07"" E"	"41°28'31.77"" N"	9,3	312,7	88,5	49.494	
661	662	2019-04-21 18:19:03.835	2740.0	"12°59'8.09"" E"	"41°28'34.02"" N"	8,3	312,7	88,1	49.591	
662	663	2019-04-21 18:19:07.835	2744.0	"12°59'4.95"" E"	"41°28'36.26"" N"	9,2	312,7	90,3	49.692	
663	664	2019-04-21 18:19:11.835	2748.0	"12°59'1.93"" E"	"41°28'38.57"" N"	9,5	311,7	89,8	49.792	
664	665	2019-04-21 18:19:15.835	2752.0	"12°58'58.92"" E"	"41°28'40.94"" N"	9,8	311,7	91,0	49.893	
665	666	2019-04-21 18:19:19.835	2756.0	"12°58'55.98"" E"	"41°28'43.48"" N"	9,5	311,7	93,6	49.997	
666	667	2019-04-21 18:19:23.835	2760.0	"12°58'52.86"" E"	"41°28'45.78"" N"	10,6	312,7	91,0	50.098	
667	668	2019-04-21 18:19:27.835	2764.0	"12°58'49.95"" E"	"41°28'48.09"" N"	11,7	312,7	88,5	50.196000000000005	
668	669	2019-04-21 18:19:31.835	2768.0	"12°58'47.14"" E"	"41°28'50.19"" N"	10,9	312,7	82,4	50.288000000000004	
669	670	2019-04-21 18:19:35.835	2772.0	"12°58'44.32"" E"	"41°28'52.38"" N"	11,3	312,7	84,6	50.382	
670	671	2019-04-21 18:19:39.835	2776.0	"12°58'41.67"" E"	"41°28'54.57"" N"	10,9	312,7	82,2	50.473	
671	672	2019-04-21 18:19:43.835	2780.0	"12°58'38.85"" E"	"41°28'56.99"" N"	10,7	312,7	89,3	50.571999999999996	
672	673	2019-04-21 18:19:47.835	2784.0	"12°58'35.98"" E"	"41°28'59.18"" N"	10,8	312,7	85,4	50.667	
673	674	2019-04-21 18:19:51.835	2788.0	"12°58'33.01"" E"	"41°29'1.51"" N"	11,4	313,8	89,5	50.766999999999996	
674	675	2019-04-21 18:19:55.835	2792.0	"12°58'30.08"" E"	"41°29'3.77"" N"	10,7	312,7	87,5	50.864	
675	676	2019-04-21 18:19:59.835	2796.0	"12°58'27.33"" E"	"41°29'5.84"" N"	10,4	312,7	81,2	50.95399999999999	
676	677	2019-04-21 18:20:03.835	2800.0	"12°58'24.88"" E"	"41°29'7.70"" N"	10,9	312,7	72,7	51.035	
677	678	2019-04-21 18:20:07.835	2804.0	"12°58'22.23"" E"	"41°29'9.64"" N"	11,8	312,8	77,2	51.121	
678	679	2019-04-21 18:20:11.835	2808.0	"12°58'19.63"" E"	"41°29'11.68"" N"	11,7	311,7	78,3	51.208	
679	680	2019-04-21 18:20:15.835	2812.0	"12°58'16.97"" E"	"41°29'13.60"" N"	14,4	312,8	77,1	51.293	
680	681	2019-04-21 18:20:19.835	2816.0	"12°58'14.46"" E"	"41°29'15.81"" N"	17,2	311,8	80,7	51.383	
681	682	2019-04-21 18:20:23.835	2820.0	"12°58'11.74"" E"	"41°29'17.95"" N"	17,3	312,8	82,1	51.474	
682	683	2019-04-21 18:20:27.835	2824.0	"12°58'8.83"" E"	"41°29'19.90"" N"	17,4	312,8	81,3	51.56399999999999	
683	684	2019-04-21 18:20:31.835	2828.0	"12°58'5.97"" E"	"41°29'22.11"" N"	17,7	311,8	85,7	51.66	
684	685	2019-04-21 18:20:35.835	2832.0	"12°58'3.00"" E"	"41°29'24.33"" N"	17,8	311,8	87,1	51.756	
685	686	2019-04-21 18:20:39.835	2836.0	"12°58'0.08"" E"	"41°29'26.52"" N"	18,4	311,8	86,1	51.852	
686	687	2019-04-21 18:20:43.835	2840.0	"12°57'57.56"" E"	"41°29'28.79"" N"	18,4	311,8	81,9	51.943000000000005	
687	688	2019-04-21 18:20:47.835	2844.0	"12°57'55.10"" E"	"41°29'30.96"" N"	15,7	312,8	79,3	52.031000000000006	
688	689	2019-04-21 18:20:51.835	2848.0	"12°57'52.52"" E"	"41°29'32.77"" N"	14,8	311,8	73,5	52.113	
689	690	2019-04-21 18:20:55.835	2852.0	"12°57'49.79"" E"	"41°29'34.60"" N"	14,9	310,7	76,3	52.198	
690	691	2019-04-21 18:20:59.835	2856.0	"12°57'47.09"" E"	"41°29'36.82"" N"	15,3	312,8	83,6	52.291000000000004	
691	692	2019-04-21 18:21:03.835	2860.0	"12°57'44.45"" E"	"41°29'38.93"" N"	15,6	312,8	80,3	52.38	
692	693	2019-04-21 18:21:07.835	2864.0	"12°57'41.79"" E"	"41°29'41.09"" N"	15,5	311,8	81,8	52.471000000000004	
693	694	2019-04-21 18:21:11.835	2868.0	"12°57'39.01"" E"	"41°29'43.34"" N"	16,3	312,8	85,0	52.565	
694	695	2019-04-21 18:21:15.835	2872.0	"12°57'36.22"" E"	"41°29'45.53"" N"	16,8	313,8	84,3	52.659	
695	696	2019-04-21 18:21:19.835	2876.0	"12°57'33.37"" E"	"41°29'47.82"" N"	14,6	312,8	86,9	52.755	
696	697	2019-04-21 18:21:23.835	2880.0	"12°57'30.68"" E"	"41°29'50.21"" N"	13,0	312,8	86,9	52.852	
697	698	2019-04-21 18:21:27.835	2884.0	"12°57'27.89"" E"	"41°29'52.47"" N"	12,9	313,8	85,7	52.946999999999996	
698	699	2019-04-21 18:21:31.835	2888.0	"12°57'24.80"" E"	"41°29'54.63"" N"	12,0	313,8	87,8	53.045	
699	700	2019-04-21 18:21:35.835	2892.0	"12°57'21.79"" E"	"41°29'56.85"" N"	11,9	312,8	88,0	53.143	
700	701	2019-04-21 18:21:39.835	2896.0	"12°57'18.84"" E"	"41°29'59.13"" N"	12,4	312,8	88,3	53.24100000000001	
701	702	2019-04-21 18:21:43.835	2900.0	"12°57'15.98"" E"	"41°30'1.43"" N"	13,6	312,8	87,2	53.338	
702	703	2019-04-21 18:21:47.835	2904.0	"12°57'13.24"" E"	"41°30'3.60"" N"	13,8	311,8	83,0	53.43	
703	704	2019-04-21 18:21:51.835	2908.0	"12°57'10.58"" E"	"41°30'5.51"" N"	13,8	312,8	76,8	53.515	
704	705	2019-04-21 18:21:55.835	2912.0	"12°57'7.98"" E"	"41°30'7.54"" N"	13,8	312,8	78,4	53.602	
705	706	2019-04-21 18:21:59.835	2916.0	"12°57'5.48"" E"	"41°30'9.49"" N"	13,8	312,8	75,0	53.68600000000001	
706	707	2019-04-21 18:22:03.835	2920.0	"12°57'2.98"" E"	"41°30'11.25"" N"	13,8	311,8	71,5	53.765	
707	708	2019-04-21 18:22:07.835	2924.0	"12°57'0.76"" E"	"41°30'13.05"" N"	14,7	310,7	68,2	53.841	
708	709	2019-04-21 18:22:11.835	2928.0	"12°56'58.54"" E"	"41°30'14.77"" N"	16,0	312,7	66,4	53.915	
709	710	2019-04-21 18:22:15.835	2932.0	"12°56'56.26"" E"	"41°30'16.70"" N"	13,7	312,7	71,6	53.994	
710	711	2019-04-21 18:22:19.835	2936.0	"12°56'53.95"" E"	"41°30'18.51"" N"	13,8	312,7	69,5	54.071999999999996	
711	712	2019-04-21 18:22:23.835	2940.0	"12°56'51.60"" E"	"41°30'20.33"" N"	13,8	312,7	70,5	54.15	
712	713	2019-04-21 18:22:27.835	2944.0	"12°56'49.32"" E"	"41°30'22.05"" N"	13,8	313,7	67,3	54.225	
713	714	2019-04-21 18:22:31.835	2948.0	"12°56'47.32"" E"	"41°30'23.64"" N"	14,0	312,7	60,6	54.292	
714	715	2019-04-21 18:22:35.835	2952.0	"12°56'45.25"" E"	"41°30'25.27"" N"	16,0	312,7	62,5	54.361999999999995	
715	716	2019-04-21 18:22:39.835	2956.0	"12°56'43.18"" E"	"41°30'26.79"" N"	16,5	311,7	60,5	54.428999999999995	
716	717	2019-04-21 18:22:43.835	2960.0	"12°56'41.35"" E"	"41°30'28.28"" N"	16,3	312,8	56,3	54.49100000000001	
717	718	2019-04-21 18:22:47.835	2964.0	"12°56'39.22"" E"	"41°30'29.84"" N"	16,3	313,8	61,9	54.56	
718	719	2019-04-21 18:22:51.835	2968.0	"12°56'37.28"" E"	"41°30'31.38"" N"	16,3	313,8	59,0	54.626000000000005	
719	720	2019-04-21 18:22:55.835	2972.0	"12°56'35.10"" E"	"41°30'33.04"" N"	16,3	312,8	64,7	54.696999999999996	
720	721	2019-04-21 18:22:59.835	2976.0	"12°56'33.01"" E"	"41°30'34.64"" N"	16,3	312,8	62,2	54.766000000000005	
721	722	2019-04-21 18:23:03.835	2980.0	"12°56'30.75"" E"	"41°30'36.35"" N"	16,3	312,8	67,0	54.841	
722	723	2019-04-21 18:23:07.835	2984.0	"12°56'28.49"" E"	"41°30'38.12"" N"	16,3	313,8	67,9	54.916000000000004	
723	724	2019-04-21 18:23:11.835	2988.0	"12°56'26.24"" E"	"41°30'39.89"" N"	15,8	312,8	68,0	54.992	
724	725	2019-04-21 18:23:15.835	2992.0	"12°56'23.97"" E"	"41°30'41.69"" N"	13,9	312,8	68,8	55.068000000000005	
725	726	2019-04-21 18:23:19.835	2996.0	"12°56'21.86"" E"	"41°30'43.36"" N"	14,1	312,8	63,8	55.138999999999996	
726	727	2019-04-21 18:23:23.835	3000.0	"12°56'19.78"" E"	"41°30'45.01"" N"	15,8	312,8	63,0	55.208999999999996	
727	728	2019-04-21 18:23:27.835	3004.0	"12°56'17.83"" E"	"41°30'46.55"" N"	16,2	312,8	59,2	55.275	
728	729	2019-04-21 18:23:31.835	3008.0	"12°56'15.94"" E"	"41°30'48.03"" N"	16,3	311,8	56,8	55.338	
729	730	2019-04-21 18:23:35.835	3012.0	"12°56'14.10"" E"	"41°30'49.46"" N"	16,3	312,9	55,3	55.4	
730	731	2019-04-21 18:23:39.835	3016.0	"12°56'12.37"" E"	"41°30'50.80"" N"	16,3	312,9	51,9	55.457	
731	732	2019-04-21 18:23:43.835	3020.0	"12°56'10.64"" E"	"41°30'52.15"" N"	16,3	312,9	51,9	55.515	
732	733	2019-04-21 18:23:47.835	3024.0	"12°56'9.31"" E"	"41°30'53.18"" N"	16,3	312,9	39,7	55.559	
733	734	2019-04-21 18:23:51.835	3028.0	"12°56'8.89"" E"	"41°30'53.51"" N"	16,3	312,9	12,8	55.573	
734	735	2019-04-21 18:23:55.835	3032.0	"12°56'8.98"" E"	"41°30'53.44"" N"	16,3	312,9	2,6	55.576	
735	736	2019-04-21 18:23:59.835	3036.0	"12°56'9.02"" E"	"41°30'53.41"" N"	16,3	312,9	1,3	55.578	
736	737	2019-04-21 18:24:03.835	3040.0	"12°56'9.01"" E"	"41°30'53.41"" N"	16,3	312,9	0,2	55.578	
737	738	2019-04-21 18:24:07.835	3044.0	"12°56'9.03"" E"	"41°30'53.40"" N"	16,3	312,9	0,5	55.578	
738	739	2019-04-21 18:24:11.835	3048.0	"12°56'9.03"" E"	"41°30'53.40"" N"	16,3	312,9	0,0	55.578	
739	740	2019-04-21 18:24:15.835	3052.0	"12°56'9.03"" E"	"41°30'53.40"" N"	16,3	312,9	0,0	55.578	
740	741	2019-04-21 18:24:19.835	3056.0	"12°56'9.03"" E"	"41°30'53.40"" N"	16,3	312,9	0,0	55.578	
741	742	2019-04-21 18:24:23.835	3060.0	"12°56'9.03"" E"	"41°30'53.40"" N"	16,3	312,9	0,0	55.578	
742	743	2019-04-21 18:24:27.835	3064.0	"12°56'9.03"" E"	"41°30'53.40"" N"	16,3	312,9	0,0	55.578	
743	744	2019-04-21 18:24:31.835	3068.0	"12°56'9.03"" E"	"41°30'53.40"" N"	16,3	312,9	0,0	55.578	
744	745	2019-04-21 18:24:35.835	3072.0	"12°56'9.03"" E"	"41°30'53.40"" N"	16,3	312,9	0,0	55.578	
745	746	2019-04-21 18:24:39.835	3076.0	"12°56'8.97"" E"	"41°30'53.44"" N"	16,3	312,9	1,7	55.58	
746	747	2019-04-21 18:24:43.835	3080.0	"12°56'8.64"" E"	"41°30'53.70"" N"	16,3	314,9	9,8	55.591	
747	748	2019-04-21 18:24:47.835	3084.0	"12°56'8.03"" E"	"41°30'54.13"" N"	16,3	310,6	17,5	55.611000000000004	
748	749	2019-04-21 18:24:51.835	3088.0	"12°56'6.94"" E"	"41°30'54.90"" N"	16,3	310,6	31,1	55.645	
749	750	2019-04-21 18:24:55.835	3092.0	"12°56'5.35"" E"	"41°30'56.09"" N"	16,3	312,6	46,7	55.696999999999996	
750	751	2019-04-21 18:24:59.835	3096.0	"12°56'2.98"" E"	"41°30'57.95"" N"	16,3	311,6	71,6	55.777	
751	752	2019-04-21 18:25:03.835	3100.0	"12°56'0.47"" E"	"41°30'59.92"" N"	16,3	311,6	75,7	55.861000000000004	
752	753	2019-04-21 18:25:07.835	3104.0	"12°55'57.71"" E"	"41°31'2.07"" N"	16,3	311,6	82,9	55.953	
753	754	2019-04-21 18:25:11.835	3108.0	"12°55'54.86"" E"	"41°31'4.26"" N"	16,3	311,6	85,0	56.047	
754	755	2019-04-21 18:25:15.835	3112.0	"12°55'51.94"" E"	"41°31'6.50"" N"	16,3	311,6	87,1	56.144	
755	756	2019-04-21 18:25:19.835	3116.0	"12°55'48.90"" E"	"41°31'8.83"" N"	16,3	311,6	90,5	56.245	
756	757	2019-04-21 18:25:23.835	3120.0	"12°55'45.76"" E"	"41°31'11.19"" N"	16,3	311,6	92,7	56.348	
757	758	2019-04-21 18:25:27.835	3124.0	"12°55'42.68"" E"	"41°31'13.45"" N"	16,3	311,6	89,6	56.446999999999996	
758	759	2019-04-21 18:25:31.835	3128.0	"12°55'39.64"" E"	"41°31'15.62"" N"	16,3	311,6	87,6	56.544	
759	760	2019-04-21 18:25:35.835	3132.0	"12°55'36.75"" E"	"41°31'17.81"" N"	17,0	311,6	85,5	56.638999999999996	
760	761	2019-04-21 18:25:39.835	3136.0	"12°55'33.92"" E"	"41°31'19.94"" N"	17,3	311,6	83,5	56.732	
761	762	2019-04-21 18:25:43.835	3140.0	"12°55'31.09"" E"	"41°31'22.01"" N"	16,8	311,6	82,3	56.824	
762	763	2019-04-21 18:25:47.835	3144.0	"12°55'28.30"" E"	"41°31'24.19"" N"	16,6	311,6	83,9	56.917	
763	764	2019-04-21 18:25:51.835	3148.0	"12°55'25.44"" E"	"41°31'26.51"" N"	16,6	311,6	87,7	57.013999999999996	
764	765	2019-04-21 18:25:55.835	3152.0	"12°55'22.60"" E"	"41°31'28.77"" N"	16,5	311,5	86,4	57.11	
765	766	2019-04-21 18:25:59.835	3156.0	"12°55'19.73"" E"	"41°31'31.04"" N"	17,7	312,5	86,9	57.207	
766	767	2019-04-21 18:26:03.835	3160.0	"12°55'17.00"" E"	"41°31'33.09"" N"	18,4	312,5	80,5	57.29600000000001	
767	768	2019-04-21 18:26:07.835	3164.0	"12°55'14.53"" E"	"41°31'35.00"" N"	19,0	312,5	73,9	57.378	
768	769	2019-04-21 18:26:11.835	3168.0	"12°55'12.28"" E"	"41°31'36.80"" N"	19,1	314,7	68,5	57.45399999999999	
769	770	2019-04-21 18:26:15.835	3172.0	"12°55'11.32"" E"	"41°31'38.42"" N"	19,1	339,0	49,4	57.50899999999999	
770	771	2019-04-21 18:26:19.835	3176.0	"12°55'10.66"" E"	"41°31'39.78"" N"	19,1	345,0	40,1	57.553999999999995	
771	772	2019-04-21 18:26:23.835	3180.0	"12°55'9.81"" E"	"41°31'40.93"" N"	19,1	296,7	36,6	57.595	
772	773	2019-04-21 18:26:27.835	3184.0	"12°55'7.61"" E"	"41°31'41.37"" N"	19,1	288,4	47,4	57.647	
773	774	2019-04-21 18:26:31.835	3188.0	"12°55'5.30"" E"	"41°31'42.35"" N"	19,1	312,4	55,2	57.708999999999996	
774	775	2019-04-21 18:26:35.835	3192.0	"12°55'3.31"" E"	"41°31'43.90"" N"	19,1	311,4	59,9	57.775	
775	776	2019-04-21 18:26:39.835	3196.0	"12°55'2.51"" E"	"41°31'44.56"" N"	19,1	311,4	24,7	57.803000000000004	
776	777	2019-04-21 18:26:43.835	3200.0	"12°55'2.45"" E"	"41°31'44.61"" N"	19,1	311,4	1,8	57.803999999999995	
777	778	2019-04-21 18:26:47.835	3204.0	"12°55'2.08"" E"	"41°31'44.91"" N"	19,1	311,4	11,5	57.817	
778	779	2019-04-21 18:26:51.835	3208.0	"12°55'1.37"" E"	"41°31'45.50"" N"	19,1	311,4	22,0	57.842	
779	780	2019-04-21 18:26:55.835	3212.0	"12°55'0.10"" E"	"41°31'46.46"" N"	19,1	312,4	37,4	57.883	
780	781	2019-04-21 18:26:59.835	3216.0	"12°54'58.34"" E"	"41°31'47.90"" N"	19,1	313,5	54,4	57.943999999999996	
781	782	2019-04-21 18:27:03.835	3220.0	"12°54'56.21"" E"	"41°31'49.71"" N"	19,3	314,5	67,0	58.018	
782	783	2019-04-21 18:27:07.835	3224.0	"12°54'53.81"" E"	"41°31'51.66"" N"	21,9	314,5	73,8	58.1	
783	784	2019-04-21 18:27:11.835	3228.0	"12°54'51.33"" E"	"41°31'53.52"" N"	24,0	314,5	72,9	58.181000000000004	
784	785	2019-04-21 18:27:15.835	3232.0	"12°54'48.59"" E"	"41°31'55.56"" N"	19,9	313,5	80,5	58.271	
785	786	2019-04-21 18:27:19.835	3236.0	"12°54'45.96"" E"	"41°31'57.52"" N"	19,4	313,5	77,3	58.356	
786	787	2019-04-21 18:27:23.835	3240.0	"12°54'43.44"" E"	"41°31'59.40"" N"	21,4	313,5	74,0	58.43899999999999	
787	788	2019-04-21 18:27:27.835	3244.0	"12°54'40.83"" E"	"41°32'1.41"" N"	21,9	312,5	77,9	58.525	
788	789	2019-04-21 18:27:31.835	3248.0	"12°54'38.40"" E"	"41°32'3.30"" N"	21,9	312,5	73,0	58.606	
789	790	2019-04-21 18:27:35.835	3252.0	"12°54'35.76"" E"	"41°32'5.28"" N"	22,0	312,5	77,8	58.693000000000005	
790	791	2019-04-21 18:27:39.835	3256.0	"12°54'33.13"" E"	"41°32'7.31"" N"	22,0	312,5	78,4	58.78	
791	792	2019-04-21 18:27:43.835	3260.0	"12°54'30.48"" E"	"41°32'9.47"" N"	22,0	312,5	81,7	58.871	
792	793	2019-04-21 18:27:47.835	3264.0	"12°54'27.66"" E"	"41°32'11.57"" N"	22,0	312,5	82,6	58.961999999999996	
793	794	2019-04-21 18:27:51.835	3268.0	"12°54'24.82"" E"	"41°32'13.58"" N"	22,6	312,5	81,5	59.053000000000004	
794	795	2019-04-21 18:27:55.835	3272.0	"12°54'22.17"" E"	"41°32'15.69"" N"	23,6	312,5	80,5	59.141999999999996	
795	796	2019-04-21 18:27:59.835	3276.0	"12°54'19.51"" E"	"41°32'17.76"" N"	24,2	312,5	79,8	59.231	
796	797	2019-04-21 18:28:03.835	3280.0	"12°54'16.82"" E"	"41°32'19.85"" N"	24,5	312,5	80,6	59.321000000000005	
797	798	2019-04-21 18:28:07.835	3284.0	"12°54'14.16"" E"	"41°32'21.89"" N"	24,7	312,5	79,4	59.409	
798	799	2019-04-21 18:28:11.835	3288.0	"12°54'11.76"" E"	"41°32'23.83"" N"	25,5	312,5	73,4	59.49	
799	800	2019-04-21 18:28:15.835	3292.0	"12°54'9.40"" E"	"41°32'25.75"" N"	27,2	312,5	72,6	59.571000000000005	
800	801	2019-04-21 18:28:19.835	3296.0	"12°54'7.73"" E"	"41°32'27.14"" N"	27,5	312,4	52,0	59.629	
801	802	2019-04-21 18:28:23.835	3300.0	"12°54'6.15"" E"	"41°32'28.20"" N"	27,6	312,4	44,2	59.678000000000004	
802	803	2019-04-21 18:28:27.835	3304.0	"12°54'4.67"" E"	"41°32'29.35"" N"	27,6	315,5	44,2	59.727	
803	804	2019-04-21 18:28:31.835	3308.0	"12°54'3.29"" E"	"41°32'30.42"" N"	27,6	311,3	41,3	59.773	
804	805	2019-04-21 18:28:35.835	3312.0	"12°54'1.62"" E"	"41°32'31.71"" N"	28,8	313,4	50,0	59.828	
805	806	2019-04-21 18:28:39.835	3316.0	"12°53'59.35"" E"	"41°32'33.47"" N"	30,1	313,4	68,1	59.903999999999996	
806	807	2019-04-21 18:28:43.835	3320.0	"12°53'56.69"" E"	"41°32'35.52"" N"	30,4	312,4	79,4	59.992	
807	808	2019-04-21 18:28:47.835	3324.0	"12°53'53.72"" E"	"41°32'37.82"" N"	31,3	312,4	88,9	60.091	
808	809	2019-04-21 18:28:51.835	3328.0	"12°53'50.81"" E"	"41°32'40.06"" N"	32,2	312,4	87,0	60.188	
809	810	2019-04-21 18:28:55.835	3332.0	"12°53'47.76"" E"	"41°32'42.43"" N"	33,4	313,4	91,4	60.288999999999994	
810	811	2019-04-21 18:28:59.835	3336.0	"12°53'44.98"" E"	"41°32'44.76"" N"	34,0	313,4	87,0	60.386	
811	812	2019-04-21 18:29:03.835	3340.0	"12°53'41.97"" E"	"41°32'47.13"" N"	34,4	313,4	90,8	60.486999999999995	
812	813	2019-04-21 18:29:07.835	3344.0	"12°53'38.88"" E"	"41°32'49.50"" N"	34,8	313,4	92,1	60.589	
813	814	2019-04-21 18:29:11.835	3348.0	"12°53'35.82"" E"	"41°32'51.88"" N"	35,0	313,4	91,8	60.691	
814	815	2019-04-21 18:29:15.835	3352.0	"12°53'32.64"" E"	"41°32'54.41"" N"	35,1	313,4	96,5	60.798	
815	816	2019-04-21 18:29:19.835	3356.0	"12°53'29.50"" E"	"41°32'56.79"" N"	35,2	313,4	93,1	60.902	
816	817	2019-04-21 18:29:23.835	3360.0	"12°53'26.34"" E"	"41°32'59.12"" N"	35,7	313,4	92,2	61.004	
817	818	2019-04-21 18:29:27.835	3364.0	"12°53'23.33"" E"	"41°33'1.38"" N"	36,3	313,4	88,6	61.103	
818	819	2019-04-21 18:29:31.835	3368.0	"12°53'20.34"" E"	"41°33'3.66"" N"	36,8	313,4	88,9	61.201	
